,Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,Explicit Track,
2944,How Do You Sleep?,How Do You Sleep?,Sam Smith,2019-07-19,GBUM71902381,1931,32.9,972593978,84347,25942681,62,489662988,4540879,29484,5267198,36540464,615432219,130,125065,67,39,924090,32,114575260,48374,842361,5795814,0,
2945,Dancing With A Stranger (with Normani),Dancing With A Stranger (with Normani),Sam Smith,2019-11-01,GBUM71807386,663,59.1,1349115675,113525,53504146,71,1029803478,4717155,221401,6690117,102120652,2211960159,180,509702,524,76,1145425,56,258006262,105686,,9363816,0,
2946,Diamonds,Diamonds,Sam Smith,2020-09-17,GBUM72002531,1835,33.9,411109963,53928,10287976,58,205575225,1908534,142900,23431333,254269639,48735190,133,403730,53,158,831207,35,77375004,11904,,5268930,0,
2947,Unholy (feat. Kim Petras),Unholy (feat. Kim Petras),Sam Smith,2022-09-22,GBUM72205415,60,189.1,1556275789,210583,95974138,74,254051906,3364206,2379787,683088623,7945975878,1524133775,203,718849,117,63,1616564,167,111398743,71335,10424892,10192485,0,
2949,Kamar Teri Left Right Hale,Kamar Teri Left Right Hale - Single,Sandeep Surila,2020-07-24,INA1I2000881,3357,23.7,22148259,2293,380137,56,772008576,3498265,2543,40007,477115,,,,,,,,,,,71475,0,
2951,Te Ire A Buscar,Te Ire a Buscar,Santa Fe Klan,2019-06-18,USHM21919246,4106,21,305231016,27465,4259174,66,647042101,3851962,63528,12891074,130611371,2652958,10,20,,8,160804,7,13218062,4082,,667427,0,
2952,Debo Entender,Debo Entender,Santa Fe Klan,2019-12-12,USL4Q1967883,2168,30.8,335856859,27383,5458230,66,917170916,6108835,288416,19227598,332846214,4571704,8,286,1,6,55639,3,12520421,6653,,973063,0,
2955,Remember That Night?,Remember That Night?,Sara Kays,2020-06-11,USAT22007230,4200,20.6,363510259,62841,29185291,68,45636634,615650,98763,135673629,907351760,7103,51,12357,17,12,12103,,44733897,9429,15009558,663298,0,
2956,As the World Caves In,As the World Caves In,Sarah Cothran,2021-10-06,QZHNB2115936,3358,23.7,285568439,67189,16107840,65,161956855,3891055,312854,290498191,1818254854,4255620,13,781,,2,5068,,3182107,8075,,2220692,0,
2957,Queen of Mean,Descendants 3 (Original TV Movie Soundtrack),Sarah Jeffery,2019-02-08,USWD11993388,4517,19.6,118934988,14432,11298588,60,528359923,4933066,38800,21078712,132642128,45255347,14,62,165,,,10,21298372,164505,,430420,0,
2958,Dancing With Your Ghost,Dancing With Your Ghost,Sasha Alex Sloan,2019-06-28,USRC11901644,2458,28.8,573785235,104197,40491454,71,67117513,621757,3623560,106517866,1230812968,,54,1225,,16,122149,7,3496175,6666,,2472211,0,
2959,My Type,ICY,Saweetie,2019-03-29,USWB11900833,3018,25.3,390907316,59994,18611146,67,302144296,3625031,1064153,248584113,2849728835,40917999,50,80,868,13,12315,26,163314957,129963,,3344298,1,
2960,Tap In,Tap In,Saweetie,2020-06-17,USWB12001096,3143,24.6,243703179,39210,17814271,60,134077658,1546430,2101619,262601735,2416911466,2258162,73,58076,648,20,12587,16,77400515,33607,,1598350,1,
2961,Best Friend (feat. Doja Cat),Best Friend (feat. Doja Cat),Saweetie,2021-07-01,USWB12004547,622,61,571532926,95775,30817811,66,480128955,4921945,2150682,255722462,2362426981,36411816,143,202966,921,50,237821,48,145038061,82633,,2977469,1,
2964,Bolide allemand,Liens du 100,SDM,2022-01-12,FRUM72202503,2711,27,152546936,33014,4883069,68,129655800,510676,97575,4800473,54647905,87631959,32,6839,,23,5408422,12,,,,1390093,1,
2965,Beautiful Girls,Groove So Much !,Sean Kingston,1998-03-04,USSM10701781,4155,20.8,178339925,189706,77373837,72,1499385808,12220360,7779004,94939587,803719645,193830298,100,17526,89,75,792050,12,208219623,222153,,4403782,0,
2966,No Lie,Dua Lipa (Complete Edition),Sean Paul,2015-01-01,GBUM71604557,1384,39.8,1162659862,180669,44962652,76,1613180283,10775520,1238811,118826179,1580838186,537164148,86,43960,15,58,333855,18,20537955,19010,987933,13852674,0,
2967,Traicionera,Traicionera,Sebastian Yatra,2016-06-24,USUM71605331,4559,19.5,650511999,47448,15918487,67,795920437,4151098,162505,3991939,60797733,121660111,56,10134,37,42,79655,18,104115282,26343,,2233388,0,
2968,Ya No Tiene Novio,Ya No Tiene Novio,Sebastian Yatra,2018-10-08,USUM71809940,2834,26.3,431529832,32115,14298721,63,1077954732,4083486,73016,6785915,43241693,126637973,31,7839,85,34,69942,14,10867630,2835,,945157,0,
2969,Chica Ideal,Chica Ideal,Sebastian Yatra,2020-10-16,USUM72017740,3009,25.4,494889776,54042,14455796,63,369062658,2399193,340064,36220539,308973919,9444521,72,36197,204,27,238843,24,2222494,1673,,1193044,0,
2970,Tacones Rojos,Tacones Rojos,Sebastian Yatra,2021-10-22,USUM72119612,940,49.6,641756842,80542,23090494,68,558812868,2887216,328394,77295943,855230861,387792262,78,438,875,40,686168,85,9553399,8482,723371,2934783,0,
2972,Sal y Perrea,42,Sech,2021-04-15,QM9WM2100010,2952,25.6,266525796,49242,13991180,57,195376978,1221210,1345600,137030763,1268200579,8141977,37,12713,23,8,36046,17,19618476,3164,,647891,0,
2973,911,911,Sech,2021-05-02,QM9WM2000134,2058,31.8,352258962,68202,13733700,55,415445675,2300245,321298,59055794,425874947,5980666,43,26965,92,7,59604,22,13388831,4469,4291370,943449,1,
2974,Bilmem Mi?,Bilmem Mi?,Sefo,2021-09-07,QMFME2103846,4144,20.8,146709792,28310,3244623,41,321931791,1362201,216003,25515966,539098923,4574297,14,5698,,6,28380,,,,,854741,0,
2975,ISABELLE,ISABELLE,Sefo,2022-08-06,QM6N22220696,4398,20,90838757,22248,2370123,53,203958899,721936,10328,586162,19777868,61468,9,14924,,1,26216,,,,,332021,0,
2979,Come & Get It,Stars Dance,Selena Gomez,2013-01-01,USHR11334422,4526,19.6,412118303,56547,23398521,64,863861067,5523754,278923,103430102,931798909,509376370,51,10224,116,23,493472,31,342338643,238693,,5049335,0,
2980,Good For You,Good For You,Selena Gomez,2015-06-22,USUM71508741,4342,20.2,701552110,49025,16106848,60,581362473,4012591,91650,19790131,155603416,237611619,120,289,130,31,160523,22,393712904,153528,,5461184,0,
2981,Kill Em With Kindness,Revival (Deluxe),Selena Gomez,2015-09-10,USUM71513588,2290,29.9,550049388,48598,14497820,56,592341655,4553103,8126848,61193582,489745782,193313797,53,14501,4,24,81398,11,90462900,31645,,2766042,0,
2982,Wolves,Wolves,Selena Gomez,2017-10-25,USUM71712103,1200,43.3,1358424406,123735,33188573,71,930929767,8736302,961584,29990673,253791542,360395375,116,104652,14,53,382928,33,172588260,120004,17138164,7290982,0,
2983,Lose You To Love Me,Lose You To Love Me,Selena Gomez,2019-10-23,USUM71918727,1123,44.8,1222228366,109325,48327775,72,569150755,10176233,210846,55268559,519924812,832957854,174,220765,169,66,1080455,84,191725976,77455,959144,3669533,0,
2984,Baila Conmigo (with Rauw Alejandro),Baila Conmigo (with Rauw Alejandro),Selena Gomez,2021-01-29,USUG12100193,3335,23.8,479276199,61386,12336155,60,228278348,3170402,97508,25648300,303099826,53842839,95,34379,135,30,592380,58,29045490,7860,,1495399,0,
2989,HOT,SEVENTEEN 4th Album 'Face the Sun',SEVENTEEN,2022-05-27,USA2P2146867,3352,23.7,210513394,16039,9403249,67,270821476,4018096,168012,137124191,797795448,200554634,11,2036,6,5,41405,16,830831,761,,432666,0,
2999,Pasoori,Pasoori,Shae Gill,2022-06-02,FR10S2289473,750,56.1,346971014,37940,6753521,65,928440031,9495255,627,225218,2638039,236473638,17,3701,,1,1097,7,,,,673415,0,
3000,Trampoline,Trampoline,SHAED,2018-05-18,QZ47A1800201,3615,22.6,229366200,37923,4719100,55,96307326,1364046,598075,72671267,815192203,6201413,47,270234,,13,7187,43,241661372,124369,16351257,,0,
3001,Hips Don't Lie (feat. Wyclef Jean),Oral Fixation Vol. 2,Shakira,2005-01-01,USSM10600677,2257,30.1,1631152967,261693,142426948,80,1663636127,9345192,2393712,306451930,2939466349,1850350995,261,163862,434,147,3150258,84,387267940,346439,,6770784,0,
3002,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),So Fresh The Hits of Summer 2011 + The Best Of 2010,Shakira,2010-01-01,USSM11001353,921,50.4,829352129,159324,36048887,61,4062829308,23606907,2250587,417038157,5938511405,269751922,109,22773,43,96,1215762,33,129133941,641400,542470,,0,
3003,Can't Remember to Forget You,Can't Remember to Forget You,Shakira,2014-01-13,USRC11301790,3228,24.2,526083566,76288,26987950,69,1460145349,7622345,56018,34115468,212271619,1707525092,40,11313,1,38,278693,16,60118803,44915,,5075463,0,
3004,La La La (Brazil 2014),Shakira. (Deluxe Version),Shakira,2014-03-14,USRC11400478,4395,20,125560682,17633,2897643,55,1315361520,7019819,1954896,107672504,1601097526,228839908,11,1166,102,7,129945,2,,,,1319100,0,
3005,Chantaje,Chantaje,Shakira,2016-01-01,USSD11600299,646,59.6,1006124005,96248,34837159,72,3290132416,13447183,122464,27711123,270324375,263463888,114,20842,74,91,871678,49,215160586,143400,,7404696,0,
3006,Perro Fiel (feat. Nicky Jam),El Dorado,Shakira,2017-05-26,USSD11700143,2911,25.8,433482670,36243,15506067,62,1080335262,3910533,389080,26721389,415634670,162147951,49,14262,59,24,279219,29,83819443,30684,,3345147,0,
3007,Me Gusta,Me Gusta,Shakira,2020-01-13,USQX92000112,3991,21.4,353815769,49237,19452357,61,392297415,3298273,83800,9584342,108385612,13253315,95,50623,10,41,325193,42,14773195,4072,,2962296,0,
3008,Te Felicito,Te Felicito,Shakira,2022-04-21,USQX92201764,392,77,719593291,74269,37254627,67,719244041,4424400,826261,159735614,2594106000,455293047,98,124848,455,53,3243848,69,25538867,8165,,2583205,0,
3010,Way Back Home,Take,SHAUN,2018-06-27,KRF221800012,4475,19.7,211581810,29803,3666168,63,137544172,1154680,4469485,209217443,3149064834,,13,144,1,3,16529,26,107648,,,1277487,0,
3011,Stitches,Stitches,Shawn Mendes,2015-10-02,USUM71500658,700,57.8,1907768690,170905,58551250,69,2115112270,16309142,396789,45962200,403748250,1696441023,206,180036,259,132,291799,38,637391281,479403,,14744823,0,
3012,Treat You Better,Treat You Better,Shawn Mendes,2016-03-06,USUM71604711,481,70.2,2164074552,183260,79238401,80,2766700889,14538731,656214,34125620,218876789,1763875267,110,229473,361,370,421827,25,406331285,165727,,9988881,0,
3013,Mercy,Mercy,Shawn Mendes,2016-08-18,USUM71603531,2727,26.9,1351515181,114379,33997882,74,602907962,5996722,154068,27390411,169125285,17674579,14,54431,245,33,125150,23,216511252,93292,903940,5017015,0,
3014,There's Nothing Holdin' Me Back,Illuminate,Shawn Mendes,2016-09-23,USUM71702833,589,62.6,2043626431,185796,81455782,80,1683710842,12626585,2310405,82394327,544400947,1720678088,190,314017,546,293,2290114,55,284424039,97441,,14902121,0,
3015,If I Can't Have You,Shawn Mendes (Deluxe),Shawn Mendes,2018-05-25,USUM71907349,3007,25.4,1015502663,82046,26967760,67,290850550,4987421,30575,20265254,102264948,312559844,111,171291,404,38,385715,56,199577088,73005,330177,3403391,0,
3016,Wonder,Wonder,Shawn Mendes,2020-02-10,USUM72018522,2965,25.6,595220757,70162,30030265,63,147218521,3004385,240319,98444287,783096025,37319723,123,150637,207,28,959405,46,37981648,14822,,1620195,0,
3017,Monster (Shawn Mendes &amp, Justin Bieber),Monster,Shawn Mendes,2020-11-20,USUM72018810,2075,31.6,606018960,77941,24028281,61,249997553,4474871,148379,24539124,177089056,147014107,129,155635,,39,360380,38,38810977,10996,2084904,2455342,0
3018,It'll Be Okay,It'll Be Okay,Shawn Mendes,2021-01-12,USUM72122321,2925,25.8,344658498,61117,28999986,65,114495950,2357556,130670,165436212,1514925086,1423088796,58,50031,97,36,1186938,22,20569697,3821,,1497439,0,
3019,Summer of Love (Shawn Mendes & Tainy),Summer Of Love,Shawn Mendes,2021-08-20,USUM72114707,4406,19.9,392730501,43113,32173215,65,56656911,851302,127022,24026650,284633385,275183518,52,107015,39,21,192052,14,12162884,2574,,1619318,0,
3020,When You're Gone,When You're Gone,Shawn Mendes,2022-03-31,USUM72204098,1562,37.1,323292046,40626,21320097,71,65239480,885533,19442,13233315,190197488,2968059535,52,344312,799,20,676487,35,35572076,4298,,2143760,0,
3021,She Share Story,She Share Story,Shayne Orok,2020-02-06,QZHN52089091,1156,44.1,,2443,424979,33,238798,10479,10715800,2844924215,33201904006,,,1,,1,3316,,12694,,,,0,
3022,Mo Bamba,Mo Bamba,Sheck Wes,2017-09-19,QM24S1703585,1266,42,1056346890,198581,38436526,71,498454408,5874304,1043308,86359858,1247183383,30421918,74,32288,40,26,182979,5,106799012,511514,,6159848,1,
3026,LDR,LDR,Shoti,2022-08-27,QZNWS2249445,1365,40.1,37027643,5646,1050088,57,592859063,1724454,74737,5398232,70116244,11009395,1,,,,,,,,,44360,0,
3027,Love Tonight - Edit,Love Tonight,Shouse,2017-12-14,USQY51798087,3213,24.3,450102131,176711,27362214,65,,,174000,33094580,513770838,,68,198098,,48,2955834,23,199734,1050,21847523,,0,
3028,Love Tonight - David Guetta Remix Edit,Love Tonight (David Guetta Remix),Shouse,2021-11-06,USA2P2120718,1748,34.9,449513936,160789,40271009,72,1063180,11919,310148,90949587,1286306864,,78,24500,,29,411337,21,25598460,7330,,,0,
3029,Won't Forget You - Edit,Won't Forget You,Shouse,2022-04-02,USA2P2201279,3067,25,142809304,56014,16171357,64,47750136,294089,7643,897890,16804128,39446804,19,115926,,14,737756,3,84144,210,,3693664,0,
3030,Bad (feat. Vassy) - Radio Edit,The Edge (Mixed By G-Wizard & DJ Nino Brown),Showtek,2014-01-01,GB28K1400007,3538,22.9,602359731,109606,23041032,62,1099999155,5250942,22696,7842088,95570279,273766835,38,9467,,35,265633,7,61653955,7967,7573210,8703879,0,
3031,We Rollin,WE ROLLIN,Shubh,2021-09-17,QZMEQ2168582,3245,24.1,258337879,25049,3683882,65,297136479,3230400,761830,14183967,226438634,795121,9,93,,,,2,13762,29,,339861,1,
3032,Baller,Baller,Shubh,2022-09-09,QMBZ92275950,4211,20.6,261975922,21887,4773032,66,134202748,1512168,199453,8277557,146849902,4244389,14,512,,,,2,28352,43,,240426,0,
3039,Titanium (feat. Sia),Nothing But The Beat,Sia,2011-01-01,GB28K1100036,1031,47.4,1634403761,244291,103798139,74,1855838617,9070363,223184,49312980,510515661,1440344388,253,213633,53,142,1062057,77,651980038,1038186,,15214627,0,
3040,Elastic Heart,Full Circle: The Live Anthology,Sia,2011-11-20,USRC11400976,3064,25,924784325,92551,20937954,70,1537848233,7268122,183346,89484839,663268482,1537829440,80,25242,15,50,515584,24,221150587,152617,831706,3499919,0,
3041,Cheap Thrills,Cheap Thrills,Sia,2015-12-17,USRC11502935,580,63.2,1779046979,161840,45579916,70,2306432379,13236478,836539,56823958,925857941,1534392666,196,10434,236,87,283297,90,607967991,285233,,28940990,0,
3042,The Greatest,The Greatest,Sia,2016-01-01,USRC11601332,3812,21.9,669427500,66668,19682111,62,864787930,6096976,1407988,56322493,363488557,149246216,49,76,60,35,195266,30,90606690,25392,,,0,
3043,Unstoppable,Unstoppable,Sia,2016-01-21,USRC11502934,548,65.5,1285237951,166761,75244498,76,1383536938,11277243,7657876,920079246,14808888629,2811155497,124,654509,549,86,1468966,52,92645908,86880,,15422384,0,
3044,Cheap Thrills,This Is Acting,Sia,2016-01-29,USRC11600201,1924,33,699374947,88850,23034012,72,1299039980,8755006,1070394,403707523,6409931590,584819588,264,265852,,106,1712547,11,,,,,0,
3045,Snowman,Snowman,Sia,2017-09-11,USAT21704212,2561,28,947770190,123852,25500657,69,417814325,6867798,1972101,644731553,5479108705,315447931,128,16029,93,55,984795,39,8852953,36244,,5574595,0,
3046,"Genius (feat. Sia, Diplo, and Labrinth)",Genius,Sia,2018-03-05,USQX91800798,4449,19.8,563680273,82163,14384727,71,403337582,4716385,832932,53453411,522523747,14782080,,4805,,,,,,,,,0,
3047,Let's Love,Let's Love,Sia,2020-11-09,UKWLH2000001,3509,23,222571023,44252,11141387,57,68547283,647482,851690,20613081,221346418,13295182,102,229947,,73,896662,22,1541516,605,,5019153,0,
3051,295,Moosetape,Sidhu Moose Wala,2021-05-15,INU252102408,2130,31.2,267897492,21677,5861599,68,677472355,11160045,135126,7799090,98802368,628498,8,52,,,,3,,,,335298,0,
3052,Levels,Levels (feat. Sunny Malton),Sidhu Moose Wala,2022-05-25,INU252204222,3510,23,146988095,16234,2550626,59,262992730,4331524,274492,4894124,69189680,826816,8,259,,,,3,99964,,,366308,1,
3059,Faucet Failure,STOKELEY,Ski Mask The Slump God,2018-11-30,USUM71820924,1601,36.6,571258899,121284,14959393,66,180999094,2026987,66320,22668891,142353962,42493230,21,275,,8,7135,5,37497476,89976,81257676,1096452,1,
3061,Bangarang (feat. Sirah),Bangarang EP,Skrillex,2011-12-23,USAT21104243,3123,24.7,474420154,97650,16487753,64,1122789221,8747570,227317,120548747,1383691192,154199082,89,10895,24,55,395448,21,70682103,379203,41640906,5198362,1,
3066,Love Is Gone - Acoustic,Love Is Gone (Acoustic),SLANDER,2019-11-13,CA5KR1969481,3993,21.3,486647778,83294,21025597,71,239866189,2910072,78646,21105667,147581751,245093,6,2226,,1,380,,15700689,21904,,3817868,0,
3067,Sleazy Flow (with Lil Baby) - Remix,Sleazy Flow (Remix),SleazyWorld Go,2022-05-26,USUG12202987,4129,20.9,127742133,48520,14617698,58,,,17628,4707388,45573722,,20,49234,133,,,18,51580146,8433,,806866,1,
3069,2055,2055,Sleepy Hallow,2021-04-14,USRC12100442,488,69.7,811700245,195603,31185690,77,168936854,1450642,321061,90460360,752325431,214637799,39,5018,232,18,217873,8,7644784,21061,66695368,925014,1,
3070,Die Young (feat. 347aidan),Die Young (feat. 347aidan),Sleepy Hallow,2022-05-25,USRC12201686,1464,38.3,245406516,75951,9524862,60,53569545,636003,40000,11956224,85005540,285531054,12,4801,80,8,48742,3,2858516,4884,22301254,358116,1,
3075,"Young, Wild & Free (feat. Bruno Mars)","Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,2011-10-21,USAT21102233,3344,23.7,1431126152,79665,12101555,65,192872269,1066231,52477,533633,1195592,,26,39051,,4,32298,,522661125,1107079,,8841027,0,
3076,"Young, Wild & Free (feat. Bruno Mars)","Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,2011-11-10,USAT21102232,3679,22.4,1431126152,247483,44736824,70,850533301,6782649,201008,24881938,222945510,157062927,95,10266,,69,289282,36,,,,142030,1,
3077,"Shaitan Ka Saala (From ""Housefull 4"")","Shaitan Ka Saala (From ""Housefull 4"")",Sohail Sen,2019-07-10,INS181905023,1805,34.2,35269135,3782,1470547,44,1364545600,4782629,,1462995,19469573,97746040,4,241,,,,6,,,,167685,0,
3080,Suavemente,Suavemente,Soolking,2022-02-22,FR9KQ2200190,1608,36.6,159676691,53444,4694099,59,328647215,2027788,431385,35999887,535066055,17132645,35,39664,,29,1390552,14,83453,120,,1827296,0,
3084,She Make It Clap,She Make It Clap,Soulja Boy,2021-12-03,TCAFL2178806,4452,19.8,87813373,35497,4333964,51,22158547,645841,1908028,389171513,3050656195,1075513,15,11520,147,1,458,3,11767557,7464,3340704,571513,1,
3086,Left and Right (Charlie Puth) [feat. Jung Kook of BTS] - Sped Up Version,Left and Right (Charlie Puth) [feat. Jung Kook of BTS] [Sped Up Version],sped up nightcore,2022-07-18,USAT22210335,2807,26.5,3492767,807,484998,27,412119147,8660129,122000,1891966,24601626,5322461166,1,,,,,8,8844,,,,0,
3087,Breakfast Challenge Song (Slowly),Breakfast Challenge Song (Slowly),SPENCE,2021-06-22,TCAFQ2131059,1781,34.5,861521,374,206771,14,273898,2095,6140453,439126369,6861330893,,,,,,,,,28,,215105,0,
3088,Go Down Deh (feat. Shaggy and Sean Paul),Go Down Deh (feat. Shaggy and Sean Paul),Spice,2021-04-30,USVPR2100046,993,48.2,218431985,56998,7122424,61,336505073,3901948,3595260,338445934,4731467896,11491467,24,20192,98,10,193061,14,12362903,6285,2388111,6024636,0,
3089,Who Is Your Guy?,Who Is Your Guy?,Spyro,2022-11-25,QZW9L2260049,714,57.4,21236593,6366,592410,52,173334286,660871,3801877,47756992,618545163,57815736,3,6764,1,5,42780,,343018,499,,1091071,0,
3092,Welcome To Brixton,Welcome To Brixton,SR,2020-11-27,GBLFP2046094,4565,19.5,211596324,92484,4912325,61,95279761,1240432,67607,29678545,296502190,30,3,77,,,,,,,,958743,1,
3093,Fall In Love Alone,Fall In Love Alone,Stacey Ryan,2022-05-13,USUG12202833,2746,26.8,250626750,28158,11808223,66,42387613,401947,1724955,158358329,1888735985,18603572,17,14448,7,8,296083,2,90855,566,,438027,0,
3094,Mi Gata,Mi Gata - Single,Standly,2021-11-11,QZNWY2151576,4154,20.8,141747648,34061,3059194,57,66264480,524414,1199989,149254337,2053061623,,6,2279,,2,2051,,,,,2195940,0,
3095,Dick (feat. Doja Cat),Dick (feat. Doja Cat),StarBoi3,2021-04-23,USRC12100749,2669,27.3,247462687,55580,12451213,61,76319678,1242250,881035,270293066,1691904373,33255959,26,937,,5,4470,8,3787909,12036,17109367,3937642,1,
3096,Party Girl,Party Girl,StaySolidRocky,2020-04-21,USSM12002247,816,53.6,730440576,115574,16306099,67,199161217,2037639,6782670,391923611,3194124847,23072079,62,16774,90,15,43249,10,8510801,72500,,1963555,0,
